novel,metric,k,gender,base_share,topk_share,rep_ratio,diff
Adam_Bede,pagerank,10,F,0.379746835443038,0.4,1.0533333333333332,0.020253164556962022
Almayer's_Folly,pagerank,10,M,0.8823529411764706,0.8,0.9066666666666667,-0.08235294117647052
Almayer's_Folly,pagerank,10,F,0.11764705882352941,0.2,1.7000000000000002,0.0823529411764706
Armadale,pagerank,10,M,0.56,0.6,1.0714285714285714,0.039999999999999925
Armadale,pagerank,10,F,0.44,0.4,0.9090909090909092,-0.03999999999999998
Aurora_Floyd1,pagerank,10,M,0.47368421052631576,0.6,1.2666666666666666,0.12631578947368421
Aurora_Floyd1,pagerank,10,F,0.5263157894736842,0.4,0.7600000000000001,-0.12631578947368416
Aurora_Floyd2,pagerank,10,M,0.7272727272727273,0.6,0.825,-0.12727272727272732
Aurora_Floyd2,pagerank,10,F,0.2727272727272727,0.4,1.4666666666666668,0.12727272727272732
Aurora_Floyd3,pagerank,10,M,0.72,0.7,0.9722222222222222,-0.020000000000000018
Aurora_Floyd3,pagerank,10,F,0.28,0.3,1.0714285714285714,0.019999999999999962
Barchester_Towers,pagerank,10,M,0.6129032258064516,0.6,0.9789473684210526,-0.012903225806451646
Barchester_Towers,pagerank,10,F,0.3870967741935484,0.4,1.0333333333333334,0.012903225806451646
Belinda,pagerank,10,M,0.5,0.4,0.8,-0.09999999999999998
Belinda,pagerank,10,F,0.5,0.6,1.2,0.09999999999999998
Bébée,pagerank,10,M,0.42105263157894735,0.6,1.425,0.17894736842105263
Bébée,pagerank,10,F,0.5789473684210527,0.4,0.6909090909090909,-0.17894736842105263
Can_You_Forgive_Her,pagerank,10,M,0.6901408450704225,0.6,0.8693877551020408,-0.09014084507042253
Can_You_Forgive_Her,pagerank,10,F,0.30985915492957744,0.4,1.290909090909091,0.09014084507042258
Daniel_Deronda,pagerank,10,M,0.4936708860759494,0.6,1.2153846153846153,0.10632911392405059
Daniel_Deronda,pagerank,10,F,0.5063291139240507,0.4,0.79,-0.10632911392405064
Deerbrook,pagerank,10,M,0.46774193548387094,0.7,1.496551724137931,0.23225806451612901
Deerbrook,pagerank,10,F,0.532258064516129,0.3,0.5636363636363636,-0.23225806451612901
Dombey_and_Son,pagerank,10,M,0.6421052631578947,0.6,0.9344262295081966,-0.04210526315789476
Dombey_and_Son,pagerank,10,F,0.35789473684210527,0.4,1.1176470588235294,0.04210526315789476
East_Lynne,pagerank,10,M,0.5862068965517241,0.5,0.8529411764705883,-0.08620689655172409
East_Lynne,pagerank,10,F,0.41379310344827586,0.5,1.2083333333333333,0.08620689655172414
Emma,pagerank,10,M,0.41379310344827586,0.5,1.2083333333333333,0.08620689655172414
Emma,pagerank,10,F,0.5862068965517241,0.5,0.8529411764705883,-0.08620689655172409
Esther_Waters,pagerank,10,M,0.6065573770491803,0.7,1.154054054054054,0.09344262295081962
Esther_Waters,pagerank,10,F,0.39344262295081966,0.3,0.7625,-0.09344262295081968
Guy_Mannering,pagerank,10,M,0.7,0.9,1.2857142857142858,0.20000000000000007
Guy_Mannering,pagerank,10,F,0.3,0.1,0.33333333333333337,-0.19999999999999998
Hard_Cash,pagerank,10,M,0.7583333333333333,0.7,0.923076923076923,-0.05833333333333335
Hard_Cash,pagerank,10,F,0.24166666666666667,0.3,1.2413793103448276,0.05833333333333332
Hard_Times,pagerank,10,M,0.5769230769230769,0.6,1.04,0.023076923076923106
Hard_Times,pagerank,10,F,0.4230769230769231,0.4,0.9454545454545455,-0.02307692307692305
Jack_Sheppard,pagerank,10,M,0.8166666666666667,0.8,0.979591836734694,-0.016666666666666607
Jack_Sheppard,pagerank,10,F,0.18333333333333332,0.2,1.090909090909091,0.01666666666666669
Jude_the_Obscure,pagerank,10,M,0.5714285714285714,0.5,0.875,-0.0714285714285714
Jude_the_Obscure,pagerank,10,F,0.42857142857142855,0.5,1.1666666666666667,0.07142857142857145
Lady_Audley's_Secret,pagerank,10,M,0.575,0.5,0.8695652173913044,-0.07499999999999996
Lady_Audley's_Secret,pagerank,10,F,0.425,0.5,1.1764705882352942,0.07500000000000001
Love_and_Mr._Lewisham,pagerank,10,M,0.8,0.8,1.0,0.0
Love_and_Mr._Lewisham,pagerank,10,F,0.2,0.2,1.0,0.0
Mansfield_Park,pagerank,10,M,0.46153846153846156,0.5,1.0833333333333333,0.038461538461538436
Mansfield_Park,pagerank,10,F,0.5384615384615384,0.5,0.9285714285714286,-0.038461538461538436
Mary_Barton,pagerank,10,M,0.5882352941176471,0.7,1.19,0.11176470588235288
Mary_Barton,pagerank,10,F,0.4117647058823529,0.3,0.7285714285714285,-0.11176470588235293
Melmoth_the_Wanderer3,pagerank,10,M,0.625,0.6,0.96,-0.025000000000000022
Melmoth_the_Wanderer3,pagerank,10,F,0.375,0.4,1.0666666666666667,0.025000000000000022
Melmoth_the_Wanderer4,pagerank,10,M,0.6896551724137931,0.6,0.8699999999999999,-0.08965517241379317
Melmoth_the_Wanderer4,pagerank,10,F,0.3103448275862069,0.4,1.288888888888889,0.08965517241379312
Middlemarch,pagerank,10,M,0.632,0.7,1.1075949367088607,0.06799999999999995
Middlemarch,pagerank,10,F,0.368,0.3,0.8152173913043478,-0.068
Miss_Marjoribanks,pagerank,10,M,0.5434782608695652,0.4,0.7360000000000001,-0.14347826086956517
Miss_Marjoribanks,pagerank,10,F,0.45652173913043476,0.6,1.3142857142857143,0.14347826086956522
Mr._Midshipman_Easy,pagerank,10,M,0.8214285714285714,0.9,1.0956521739130436,0.07857142857142863
Mr._Midshipman_Easy,pagerank,10,F,0.17857142857142858,0.1,0.56,-0.07857142857142857
New_Grub_Street,pagerank,10,M,0.6481481481481481,0.5,0.7714285714285715,-0.14814814814814814
New_Grub_Street,pagerank,10,F,0.35185185185185186,0.5,1.4210526315789473,0.14814814814814814
North_and_South,pagerank,10,M,0.546875,0.7,1.28,0.15312499999999996
North_and_South,pagerank,10,F,0.453125,0.3,0.6620689655172414,-0.153125
Old_Mortality,pagerank,10,M,0.7922077922077922,0.8,1.0098360655737706,0.007792207792207795
Old_Mortality,pagerank,10,F,0.2077922077922078,0.2,0.9625,-0.007792207792207795
Oliver_Twist,pagerank,10,M,0.7560975609756098,0.8,1.0580645161290323,0.04390243902439028
Oliver_Twist,pagerank,10,F,0.24390243902439024,0.2,0.8200000000000001,-0.04390243902439023
Our_Mutual_Friend,pagerank,10,M,0.6559139784946236,0.6,0.9147540983606557,-0.05591397849462365
Our_Mutual_Friend,pagerank,10,F,0.34408602150537637,0.4,1.1624999999999999,0.05591397849462365
Paul_Clifford,pagerank,10,M,0.8,0.8,1.0,0.0
Paul_Clifford,pagerank,10,F,0.2,0.2,1.0,0.0
Pendennis,pagerank,10,M,0.6528497409326425,0.7,1.0722222222222222,0.04715025906735748
Pendennis,pagerank,10,F,0.3471502590673575,0.3,0.8641791044776119,-0.047150259067357536
Persuasion,pagerank,10,M,0.4117647058823529,0.5,1.2142857142857144,0.08823529411764708
Persuasion,pagerank,10,F,0.5882352941176471,0.5,0.85,-0.08823529411764708
Phoebe_Junior,pagerank,10,M,0.5227272727272727,0.5,0.9565217391304348,-0.022727272727272707
Phoebe_Junior,pagerank,10,F,0.4772727272727273,0.5,1.0476190476190477,0.022727272727272707
Pride_and_Prejudice,pagerank,10,M,0.391304347826087,0.5,1.2777777777777777,0.10869565217391303
Pride_and_Prejudice,pagerank,10,F,0.6086956521739131,0.5,0.8214285714285714,-0.10869565217391308
Romola,pagerank,10,M,0.8214285714285714,0.8,0.9739130434782609,-0.021428571428571352
Romola,pagerank,10,F,0.17857142857142858,0.2,1.12,0.021428571428571436
Rookwood,pagerank,10,M,0.7884615384615384,0.7,0.8878048780487805,-0.08846153846153848
Rookwood,pagerank,10,F,0.21153846153846154,0.3,1.4181818181818182,0.08846153846153845
Ruth,pagerank,10,M,0.5531914893617021,0.5,0.9038461538461539,-0.05319148936170215
Ruth,pagerank,10,F,0.44680851063829785,0.5,1.119047619047619,0.05319148936170215
Sense_and_Sensibility,pagerank,10,M,0.4,0.4,1.0,0.0
Sense_and_Sensibility,pagerank,10,F,0.6,0.6,1.0,0.0
Shirley,pagerank,10,M,0.5568181818181818,0.6,1.0775510204081633,0.04318181818181821
Shirley,pagerank,10,F,0.4431818181818182,0.4,0.9025641025641026,-0.043181818181818155
Sybil,pagerank,10,M,0.7407407407407407,0.7,0.945,-0.040740740740740744
Sybil,pagerank,10,F,0.25925925925925924,0.3,1.1571428571428573,0.040740740740740744
Tess_of_the_d'Urbervilles,pagerank,10,M,0.5,0.4,0.8,-0.09999999999999998
Tess_of_the_d'Urbervilles,pagerank,10,F,0.5,0.6,1.2,0.09999999999999998
The_Heart_of_Midlothian1,pagerank,10,M,0.7021276595744681,0.6,0.8545454545454545,-0.10212765957446812
The_Heart_of_Midlothian1,pagerank,10,F,0.2978723404255319,0.4,1.342857142857143,0.10212765957446812
The_Heart_of_Midlothian2,pagerank,10,M,0.691358024691358,0.6,0.8678571428571429,-0.09135802469135801
The_Heart_of_Midlothian2,pagerank,10,F,0.30864197530864196,0.4,1.296,0.09135802469135806
The_Heir_of_Redclyffe,pagerank,10,M,0.6235294117647059,0.4,0.6415094339622642,-0.22352941176470587
The_Heir_of_Redclyffe,pagerank,10,F,0.3764705882352941,0.6,1.59375,0.22352941176470587
The_Invisible_Man,pagerank,10,M,0.8823529411764706,0.9,1.02,0.01764705882352946
The_Invisible_Man,pagerank,10,F,0.11764705882352941,0.1,0.8500000000000001,-0.017647058823529405
The_Life_and_Adventures_of_Michael_Armstrong,pagerank,10,M,0.5483870967741935,0.5,0.911764705882353,-0.048387096774193505
The_Life_and_Adventures_of_Michael_Armstrong,pagerank,10,F,0.45161290322580644,0.5,1.1071428571428572,0.04838709677419356
The_Light_that_Failed,pagerank,10,M,0.6923076923076923,0.7,1.011111111111111,0.007692307692307665
The_Light_that_Failed,pagerank,10,F,0.3076923076923077,0.3,0.9749999999999999,-0.0076923076923077205
The_Mayor_of_Casterbridge,pagerank,10,M,0.782608695652174,0.8,1.0222222222222221,0.017391304347826098
The_Mayor_of_Casterbridge,pagerank,10,F,0.21739130434782608,0.2,0.92,-0.01739130434782607
The_Mill_on_the_Floss,pagerank,10,M,0.6268656716417911,0.4,0.638095238095238,-0.22686567164179106
The_Mill_on_the_Floss,pagerank,10,F,0.373134328358209,0.6,1.6079999999999999,0.226865671641791
The_Mysteries_of_London1,pagerank,10,M,0.7029702970297029,0.6,0.8535211267605634,-0.10297029702970295
The_Mysteries_of_London1,pagerank,10,F,0.297029702970297,0.4,1.346666666666667,0.102970297029703
The_Mysteries_of_London2,pagerank,10,M,0.6967213114754098,0.6,0.8611764705882353,-0.09672131147540985
The_Mysteries_of_London2,pagerank,10,F,0.30327868852459017,0.4,1.318918918918919,0.09672131147540985
The_Mysteries_of_London3,pagerank,10,M,0.6639344262295082,0.7,1.054320987654321,0.0360655737704918
The_Mysteries_of_London3,pagerank,10,F,0.3360655737704918,0.3,0.8926829268292683,-0.0360655737704918
The_Mysteries_of_London4,pagerank,10,M,0.6747967479674797,0.6,0.889156626506024,-0.0747967479674797
The_Mysteries_of_London4,pagerank,10,F,0.3252032520325203,0.4,1.2300000000000002,0.0747967479674797
The_Odd_Women,pagerank,10,M,0.3023255813953488,0.3,0.9923076923076923,-0.0023255813953488302
The_Odd_Women,pagerank,10,F,0.6976744186046512,0.7,1.0033333333333332,0.0023255813953487747
The_Picture_of_Dorian_Gray,pagerank,10,M,0.6585365853658537,0.9,1.3666666666666667,0.24146341463414633
The_Picture_of_Dorian_Gray,pagerank,10,F,0.34146341463414637,0.1,0.29285714285714287,-0.24146341463414636
The_Pirate,pagerank,10,M,0.75,0.7,0.9333333333333332,-0.050000000000000044
The_Pirate,pagerank,10,F,0.25,0.3,1.2,0.04999999999999999
The_Return_of_the_Native,pagerank,10,M,0.6428571428571429,0.7,1.0888888888888888,0.05714285714285705
The_Return_of_the_Native,pagerank,10,F,0.35714285714285715,0.3,0.84,-0.05714285714285716
The_Small_House_at_Allington,pagerank,10,M,0.675,0.6,0.8888888888888888,-0.07500000000000007
The_Small_House_at_Allington,pagerank,10,F,0.325,0.4,1.2307692307692308,0.07500000000000001
The_Story_of_a_Modern_Woman,pagerank,10,M,0.56,0.4,0.7142857142857143,-0.16000000000000003
The_Story_of_a_Modern_Woman,pagerank,10,F,0.44,0.6,1.3636363636363635,0.15999999999999998
Trilby,pagerank,10,M,0.6808510638297872,0.6,0.88125,-0.08085106382978724
Trilby,pagerank,10,F,0.3191489361702128,0.4,1.2533333333333334,0.08085106382978724
Vanity_Fair_1847,pagerank,10,M,0.55625,0.6,1.0786516853932584,0.043749999999999956
Vanity_Fair_1847,pagerank,10,F,0.44375,0.4,0.9014084507042255,-0.043749999999999956
Vivian_Grey,pagerank,10,M,0.8,0.8,1.0,0.0
Vivian_Grey,pagerank,10,F,0.2,0.2,1.0,0.0
Waverley,pagerank,10,M,0.7659574468085106,0.6,0.7833333333333333,-0.16595744680851066
Waverley,pagerank,10,F,0.23404255319148937,0.4,1.7090909090909092,0.16595744680851066
Westward_Ho!,pagerank,10,M,0.8536585365853658,0.8,0.9371428571428572,-0.05365853658536579
Westward_Ho!,pagerank,10,F,0.14634146341463414,0.2,1.366666666666667,0.053658536585365874
